2 8.2392614278690335e-01 1.0352147714426192e+00 8.9435568567214174e-01 
4 8.5022859822807761e-01 9.0370249423674764e-01 8.6805323023096748e-01 
6 8.5517075631342665e-01 8.7899170381000247e-01 8.6311107214561844e-01 
8 8.5690589520490479e-01 8.7031600935261177e-01 8.6137593325414030e-01 
10 8.5770996639858699e-01 8.6629565338420100e-01 8.6057186206045810e-01 
12 8.5814699822641372e-01 8.6411049424506714e-01 8.6013483023263138e-01 
14 8.5841060059742158e-01 8.6279248239002782e-01 8.5987122786162351e-01 
16 8.5858172330320848e-01 8.6193686886109333e-01 8.5970010515583661e-01 
18 8.5869906022324161e-01 8.6135018426092769e-01 8.5958276823580348e-01 
20 8.5878299849695527e-01 8.6093049289235934e-01 8.5949882996208982e-01 
22 8.5884510754958399e-01 8.6061994762921601e-01 8.5943672090946110e-01 
24 8.5889234898268751e-01 8.6038374046369814e-01 8.5938947947635758e-01 
26 8.5892911536407279e-01 8.6019990855677153e-01 8.5935271309497230e-01 
28 8.5895828925781703e-01 8.6005403908805056e-01 8.5932353920122806e-01 
30 8.5898182584417149e-01 8.5993635615627806e-01 8.5930000261487360e-01 
32 8.5900108919928531e-01 8.5984003938070919e-01 8.5928073925975978e-01 
34 8.5901705445853849e-01 8.5976021308444328e-01 8.5926477400050660e-01 
36 8.5903043368387122e-01 8.5969331695777984e-01 8.5925139477517387e-01 
38 8.5904175665196236e-01 8.5963670211732390e-01 8.5924007180708273e-01 
40 8.5905142411297852e-01 8.5958836481224288e-01 8.5923040434606657e-01 
42 8.5905974374137450e-01 8.5954676667026320e-01 8.5922208471767059e-01 
44 8.5906695492072949e-01 8.5951071077348851e-01 8.5921487353831560e-01 
46 8.5907324615710889e-01 8.5947925459159147e-01 8.5920858230193620e-01 
48 8.5907876752409340e-01 8.5945164775666893e-01 8.5920306093495169e-01 
50 8.5908363969587742e-01 8.5942728689774861e-01 8.5919818876316767e-01 
52 8.5908796059706449e-01 8.5940568239181325e-01 8.5919386786198060e-01 
54 8.5909181036161719e-01 8.5938643356904976e-01 8.5919001809742790e-01 
56 8.5909525507504070e-01 8.5936921000193223e-01 8.5918657338400439e-01 
